age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,% augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,est_marie,departement_Consulting,departement_Ressources Humaines,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,poste_level,freq_deplacement_level,ratio_exp_entreprise,revenu_par_age,age_group,satisfaccion_media
29,0,3760,1,3,3,2,1,3,1,4,1,3,3,0,15,0,3,5,1,3,1,2,0,True,False,False,True,False,False,False,2,1,0.75,125.33333333333333,1,2.25
54,1,17779,3,36,10,9,4,3,4,4,1,3,3,0,14,0,0,2,3,3,0,9,1,True,False,False,True,False,False,False,7,1,3.272727272727273,323.25454545454545,4,3.0
31,1,6833,1,6,6,5,3,3,2,1,4,2,3,1,12,0,0,2,11,2,0,1,1,True,False,False,False,False,False,True,4,1,0.8571428571428571,213.53125,2,2.5
31,0,6812,1,10,10,9,3,2,2,1,2,3,3,0,19,0,0,2,24,3,1,8,0,True,False,False,False,False,False,True,4,1,0.9090909090909091,212.875,2,2.25
59,0,5171,5,13,6,1,3,2,2,4,4,3,3,0,17,0,0,2,3,3,0,5,0,False,False,False,True,False,False,False,5,1,1.8571428571428572,86.18333333333334,4,3.5
43,1,19740,3,25,8,7,3,1,5,4,2,3,3,0,14,0,1,2,3,3,0,7,1,True,False,False,True,False,False,False,7,1,2.7777777777777777,448.6363636363636,3,3.0
49,1,18711,2,23,1,0,1,2,5,3,3,4,3,0,13,0,1,2,4,2,0,0,1,True,False,False,False,False,False,True,8,1,11.5,374.22,3,2.75
36,1,3692,1,12,11,10,3,3,1,2,3,2,3,0,12,0,0,2,3,3,0,7,1,True,False,True,False,False,False,False,2,2,1.0,99.78378378378379,2,2.5
48,1,2559,5,7,1,0,4,4,1,2,3,2,3,0,11,0,0,4,2,2,0,0,0,True,False,True,False,False,False,False,1,1,3.5,52.224489795918366,3,2.75
27,1,2517,1,5,5,3,1,3,1,3,2,3,3,0,11,0,3,2,4,2,0,3,0,True,False,False,True,False,False,False,2,1,0.8333333333333334,89.89285714285714,1,2.25
29,1,6623,1,6,6,0,3,3,2,4,2,3,3,1,11,0,2,2,7,3,1,0,0,True,False,False,True,False,False,False,4,1,0.8571428571428571,220.76666666666668,1,3.0
48,1,18265,6,25,1,0,4,2,5,4,3,4,3,0,12,0,0,3,1,3,0,0,0,True,False,False,True,False,False,False,7,1,12.5,372.7551020408163,3,3.75
29,0,16124,3,9,7,7,4,2,4,4,2,2,3,0,14,0,2,2,1,3,1,7,0,True,False,False,True,False,False,False,7,1,1.125,537.4666666666667,1,3.0
34,0,2585,0,2,1,0,3,4,1,3,4,2,3,0,17,0,0,5,20,3,0,0,1,True,False,True,False,False,False,False,2,1,1.0,73.85714285714286,2,3.0
44,1,18213,7,26,22,9,2,3,5,2,3,3,3,0,11,0,1,5,5,3,3,10,1,False,False,False,False,True,False,False,8,1,1.1304347826086956,404.73333333333335,3,2.5
33,1,8380,0,10,9,8,4,4,3,3,4,3,3,1,14,0,2,3,10,5,0,8,0,False,False,False,False,True,False,False,5,1,1.0,246.47058823529412,2,3.5
19,0,2994,1,1,1,0,2,4,1,4,4,3,3,1,12,0,0,2,25,3,0,1,0,True,False,False,True,False,False,False,2,1,0.5,149.7,0,3.25
23,1,1223,1,1,1,0,4,3,1,3,4,3,4,0,22,0,1,2,1,2,0,1,1,True,False,False,True,False,False,False,2,1,0.5,50.958333333333336,1,3.5
25,1,1118,1,1,1,0,3,1,1,4,4,3,3,1,14,1,0,4,24,1,1,0,0,False,False,False,True,False,False,False,6,2,0.5,43.0,1,3.5
26,1,2875,1,8,8,5,3,3,1,4,2,2,4,1,20,0,0,2,4,2,2,2,0,True,False,False,True,False,False,False,2,1,0.8888888888888888,106.48148148148148,1,2.75
45,0,18824,2,26,24,10,1,1,5,2,1,3,3,1,16,1,0,2,2,3,1,11,0,False,False,False,False,True,False,False,8,1,1.04,409.2173913043478,3,1.75
55,1,13577,1,34,33,9,4,2,4,2,4,3,3,1,15,0,1,3,8,1,15,0,0,True,False,False,False,False,False,True,4,0,1.0,242.44642857142858,4,3.25
21,0,2625,1,2,2,2,1,2,1,3,3,1,4,0,20,1,0,2,10,2,2,2,0,True,False,False,True,False,False,False,1,2,0.6666666666666666,119.31818181818181,1,2.0
46,0,18789,2,26,11,4,4,2,5,2,3,3,3,0,14,0,1,2,4,2,0,8,1,False,False,False,False,True,False,False,8,1,2.1666666666666665,399.7659574468085,3,3.0
34,0,4538,0,4,3,2,3,3,2,1,4,3,3,1,12,0,0,3,2,3,0,2,0,False,False,False,False,True,False,False,5,1,1.0,129.65714285714284,2,2.75
51,1,19847,4,31,29,10,4,3,5,2,1,2,4,1,24,0,1,5,9,3,11,10,0,False,False,False,True,False,False,False,8,2,1.0333333333333334,381.6730769230769,4,2.25
59,1,10512,6,25,9,7,4,3,3,4,4,2,3,0,12,0,0,6,18,4,5,4,0,True,False,False,False,False,False,True,3,1,2.5,175.2,4,3.5
34,0,4444,4,15,11,8,3,3,2,2,3,4,3,0,13,0,2,2,19,3,5,10,0,True,False,False,False,False,False,True,1,2,1.25,126.97142857142858,2,3.0
28,1,2154,0,5,4,2,4,3,1,3,3,2,3,1,11,0,0,2,1,4,0,2,0,True,False,False,False,False,False,True,1,2,1.0,74.27586206896552,1,3.0
44,1,19190,1,26,25,9,3,4,5,1,4,2,3,0,14,0,2,4,4,2,14,13,0,True,False,False,True,False,False,False,8,1,1.0,426.44444444444446,3,2.5
34,1,4490,4,14,10,9,3,2,2,2,4,4,3,0,11,0,2,5,11,3,1,8,1,False,True,False,True,False,False,False,4,2,1.2727272727272727,128.28571428571428,2,3.25
35,1,3506,0,4,3,2,3,3,1,3,4,3,3,1,14,0,0,3,6,1,2,2,1,True,False,False,True,False,False,False,2,1,1.0,97.38888888888889,2,3.25
42,0,2372,6,18,1,0,2,4,2,2,4,3,3,1,16,0,0,2,7,4,0,0,1,True,False,False,False,False,False,True,2,1,9.0,55.16279069767442,3,2.75
43,0,10231,3,23,21,7,4,2,3,4,4,4,3,0,14,0,0,3,4,4,15,17,0,False,False,False,False,True,False,False,5,1,1.0454545454545454,232.52272727272728,3,4.0
36,0,5410,9,18,16,14,3,3,2,2,4,3,3,1,11,0,0,2,2,4,5,12,0,True,False,False,True,False,False,False,3,1,1.0588235294117647,146.21621621621622,2,3.0
44,0,7978,1,10,10,7,1,3,3,4,4,3,3,0,11,1,1,2,15,3,0,5,1,True,False,False,False,False,False,True,4,1,0.9090909090909091,177.2888888888889,3,3.0
28,1,3867,1,2,2,2,4,2,1,4,2,3,3,1,12,0,1,2,2,3,2,2,1,True,False,False,True,False,False,False,1,2,0.6666666666666666,133.3448275862069,1,3.25
51,0,2838,0,8,7,0,2,2,1,3,2,2,3,0,14,0,0,6,6,2,7,7,0,True,False,False,False,False,False,True,1,2,1.0,54.57692307692308,4,2.25
30,0,4695,7,10,8,4,3,3,2,3,3,3,3,1,18,0,0,3,9,2,1,7,0,True,False,False,False,False,False,True,3,0,1.1111111111111112,151.4516129032258,1,3.0
29,0,3339,3,10,7,7,2,3,1,3,1,3,3,1,13,1,2,2,7,3,7,7,0,True,False,True,False,False,False,False,1,1,1.25,111.3,1,2.25
28,1,2080,2,5,3,2,4,3,1,1,2,2,3,0,11,0,0,2,1,3,1,2,0,True,False,True,False,False,False,False,2,1,1.25,71.72413793103448,1,2.25
25,0,2096,1,2,2,2,4,3,1,2,4,2,3,0,18,0,0,3,1,3,2,1,0,True,False,False,False,False,False,True,2,1,0.6666666666666666,80.61538461538461,1,3.0
32,1,6209,1,10,10,7,3,4,2,4,3,4,3,0,15,0,2,4,8,3,0,8,1,False,False,False,False,False,False,True,5,1,0.9090909090909091,188.15151515151516,2,3.5
45,0,18061,3,22,0,0,2,3,5,2,3,3,4,0,22,0,0,4,25,3,0,0,0,True,False,False,False,False,False,True,8,2,22.0,392.6304347826087,3,2.5
39,0,17123,6,21,19,9,3,2,4,2,4,3,3,1,13,0,2,4,13,4,15,2,0,True,False,False,False,False,False,True,8,1,1.05,428.075,2,3.0
58,1,2372,1,2,2,2,1,3,1,3,4,3,3,0,12,0,2,3,23,4,2,2,0,True,False,False,True,False,False,False,2,1,0.6666666666666666,40.20338983050848,4,2.75
32,1,4883,1,10,10,4,4,3,2,3,1,3,3,0,18,1,1,3,7,2,1,1,1,True,False,False,True,False,False,False,1,1,0.9090909090909091,147.96969696969697,2,2.75
39,1,3904,0,6,5,2,3,3,1,1,1,3,3,0,13,1,0,2,23,3,0,3,0,True,False,False,False,False,False,True,2,1,1.0,97.6,2,2.0
30,0,4627,0,10,9,2,1,2,2,4,1,3,3,0,12,0,1,6,6,3,6,7,1,True,False,True,False,False,False,False,1,1,1.0,149.25806451612902,1,2.25
36,0,7094,3,10,7,7,4,3,3,3,1,3,3,0,12,0,0,0,10,4,1,7,1,True,False,True,False,False,False,False,4,1,1.25,191.72972972972974,2,2.75
46,0,3423,6,10,7,6,4,3,1,1,3,4,3,0,12,0,0,3,1,2,5,7,0,False,True,False,True,False,False,False,4,1,1.25,72.82978723404256,3,3.0
28,0,6674,0,10,9,8,3,1,2,4,1,3,3,0,11,0,3,6,1,3,7,5,1,True,False,False,True,False,False,False,1,0,1.0,230.13793103448276,1,2.75
50,0,16880,4,25,3,2,4,3,4,1,2,3,3,1,11,0,0,2,28,3,1,2,1,True,False,False,True,False,False,False,7,1,6.25,330.98039215686276,3,2.5
40,1,9094,2,9,5,4,4,2,3,2,3,3,3,1,12,1,0,2,25,4,1,0,0,False,False,False,False,True,False,False,5,1,1.5,221.8048780487805,2,3.0
52,1,8446,9,10,8,7,2,3,3,2,3,2,3,1,19,1,0,2,5,3,7,7,0,False,False,False,True,False,False,False,5,1,1.1111111111111112,159.35849056603774,4,2.25
30,0,11916,1,9,9,1,2,3,3,1,4,3,4,1,23,0,2,2,17,4,0,8,1,True,False,False,False,False,False,True,8,1,0.9,384.38709677419354,1,2.5
39,1,4534,0,9,8,7,1,3,2,3,1,3,3,0,11,0,0,6,18,2,1,7,0,True,False,False,True,False,False,False,3,1,1.0,113.35,2,2.0
31,0,9852,1,10,10,8,4,3,3,3,1,2,3,1,19,0,1,5,2,4,9,6,0,False,False,False,True,False,False,False,5,0,0.9090909090909091,307.875,2,2.5
41,1,6151,1,19,19,2,3,1,2,2,1,3,3,0,13,0,0,4,10,2,11,9,0,False,False,False,False,False,False,True,5,0,0.95,146.45238095238096,3,2.25
31,0,2302,1,3,3,2,4,3,1,2,1,4,3,1,11,1,0,2,1,3,2,2,0,False,False,False,True,False,False,False,6,2,0.75,71.9375,2,2.75
44,1,2362,4,10,3,2,1,3,1,1,3,4,3,0,12,1,0,4,3,3,1,2,1,True,False,False,True,False,False,False,1,1,2.5,52.48888888888889,3,2.25
42,1,17861,0,21,20,8,3,3,4,3,4,2,3,1,13,0,0,3,2,1,2,10,1,True,False,False,True,False,False,False,8,0,1.0,415.3720930232558,3,3.0
55,0,19187,4,23,19,9,4,1,5,3,4,3,3,0,14,0,1,5,2,2,9,11,1,True,False,False,False,False,False,True,8,1,1.15,342.625,4,3.5
56,1,19717,6,36,7,3,4,3,5,2,1,3,3,0,14,0,0,4,8,4,7,7,0,False,True,False,True,False,False,False,8,1,4.5,345.9122807017544,4,2.5
40,1,3544,9,6,4,2,3,3,1,3,2,3,3,0,16,0,1,0,16,2,0,0,0,True,False,False,True,False,False,False,2,0,1.2,86.4390243902439,2,2.75
34,1,8500,0,10,9,7,4,3,3,4,4,2,3,0,11,0,1,0,9,3,1,6,0,True,False,False,True,False,False,False,4,1,1.0,242.85714285714286,2,3.5
40,1,4661,1,9,9,8,3,3,2,4,3,3,3,0,13,0,0,4,2,3,8,8,0,True,False,False,True,False,False,False,2,1,0.9,113.6829268292683,2,3.25
41,0,4103,0,10,9,3,3,3,2,1,4,3,3,0,17,0,1,2,1,3,1,7,0,False,False,False,False,True,False,False,5,2,1.0,97.69047619047619,3,2.75
35,1,4249,1,9,9,6,3,3,2,3,2,3,3,1,11,0,0,3,4,4,1,1,0,True,False,False,True,False,False,False,2,2,0.9,118.02777777777777,2,2.75
51,1,14026,1,33,33,9,3,3,4,2,2,3,3,1,11,0,1,2,5,3,0,10,0,False,True,False,True,False,False,False,8,1,0.9705882352941176,269.7307692307692,4,2.5
38,0,6893,3,11,7,7,2,3,2,1,4,3,3,0,15,0,1,3,2,2,1,7,0,False,False,False,True,False,False,False,5,1,1.375,176.74358974358975,2,2.5
34,0,6125,1,10,10,8,3,3,2,1,4,4,3,0,12,0,0,6,15,2,9,6,0,False,False,False,False,False,False,True,5,1,0.9090909090909091,175.0,2,3.0
25,1,3669,3,7,3,2,4,3,1,4,3,2,3,0,11,0,3,6,19,1,1,2,1,True,False,False,False,False,False,True,1,1,1.75,141.1153846153846,1,3.25
58,0,10008,7,31,10,9,3,2,3,1,4,2,3,1,14,1,0,0,7,4,5,9,1,True,False,False,False,False,False,True,3,1,2.8181818181818183,169.6271186440678,4,2.5
40,1,2387,3,7,4,2,2,3,1,2,3,3,4,0,22,0,1,3,1,4,0,3,1,True,False,False,True,False,False,False,1,1,1.4,58.21951219512195,2,2.5
36,0,4639,2,17,15,7,1,4,2,1,4,2,3,0,16,0,1,2,7,3,6,13,1,False,False,False,False,True,False,False,5,2,1.0625,125.37837837837837,2,2.0
48,1,7898,1,11,10,9,4,3,3,4,3,3,3,0,11,0,0,2,4,3,0,8,0,True,False,False,True,False,False,False,3,1,1.0,161.18367346938774,3,3.5
27,0,2534,8,5,1,0,3,4,1,4,2,3,3,0,14,0,1,4,11,3,0,0,1,False,False,False,False,False,False,True,6,1,2.5,90.5,1,3.0
51,0,13142,3,29,5,2,4,2,4,2,2,2,3,0,16,0,0,1,11,2,0,3,0,True,False,True,False,False,False,False,3,1,4.833333333333333,252.73076923076923,4,2.5
18,0,1611,1,0,0,0,4,3,1,4,3,4,3,0,15,0,0,5,1,3,0,0,0,True,False,False,True,False,False,False,1,0,0.0,84.78947368421052,0,3.75
35,0,5363,0,10,9,7,4,2,2,4,2,3,3,0,12,0,1,0,1,3,0,0,1,True,False,False,False,False,False,True,1,1,1.0,148.97222222222223,2,3.25
27,1,5071,3,8,6,2,4,1,2,4,2,3,4,0,20,0,0,3,2,1,0,0,0,False,False,False,True,False,False,False,5,2,1.1428571428571428,181.10714285714286,1,3.25
55,1,13695,6,24,19,7,1,4,4,3,3,2,3,1,17,1,0,2,13,4,3,8,0,False,False,False,False,True,False,False,5,1,1.2,244.55357142857142,4,2.25
56,1,13402,4,33,19,16,4,3,4,2,1,3,3,1,12,0,1,0,23,3,15,9,1,True,False,False,True,False,False,False,3,1,1.65,235.12280701754386,4,2.5
34,0,2029,1,5,5,4,1,2,1,3,3,3,4,0,20,0,3,2,26,1,0,0,0,True,False,True,False,False,False,False,2,0,0.8333333333333334,57.97142857142857,2,2.5
40,0,6377,5,15,12,11,2,4,2,3,2,3,4,0,20,0,3,0,2,1,11,8,0,True,False,False,False,False,False,True,4,1,1.1538461538461537,155.53658536585365,2,2.5
34,1,5429,4,10,8,7,2,3,2,3,1,3,3,0,13,0,2,1,29,3,7,7,1,True,False,False,False,False,False,True,1,1,1.1111111111111112,155.11428571428573,2,2.25
31,0,2785,7,3,1,0,3,2,1,4,3,4,3,0,14,1,0,3,2,3,0,0,0,False,False,False,True,False,False,False,6,2,1.5,87.03125,2,3.5
35,0,4614,0,5,4,2,4,3,2,3,3,2,3,1,18,1,1,0,18,4,3,2,1,False,False,False,False,True,False,False,5,2,1.0,128.16666666666666,2,3.0
38,1,2610,1,4,4,2,4,4,1,3,4,3,3,0,11,0,3,2,7,3,0,3,0,True,False,False,True,False,False,False,2,2,0.8,66.92307692307692,2,3.5
34,0,6687,1,14,14,11,3,3,2,4,4,4,3,0,11,0,0,2,2,4,4,11,0,True,False,True,False,False,False,False,4,1,0.9333333333333333,191.05714285714285,2,3.75
28,1,4724,1,5,5,3,3,2,2,1,3,3,3,0,11,0,1,0,26,3,0,4,1,False,False,False,True,False,False,False,5,1,0.8333333333333334,162.89655172413794,1,2.5
31,1,6179,1,10,10,2,4,3,2,3,4,2,3,1,15,1,2,3,22,4,6,7,1,True,False,False,False,False,False,True,3,1,0.9090909090909091,193.09375,2,3.25
39,1,6120,3,8,5,4,1,2,2,4,4,4,3,1,12,0,2,2,21,4,1,4,1,False,False,False,True,False,False,False,5,1,1.3333333333333333,153.0,2,3.25
51,1,10596,2,14,4,2,2,3,3,2,2,3,3,0,11,0,0,5,2,3,3,2,1,False,False,False,False,True,False,False,5,2,2.8,203.76923076923077,4,2.25
41,0,5467,3,12,6,2,4,3,2,4,1,2,3,1,14,0,2,4,22,3,3,3,0,True,False,False,True,False,False,False,2,2,1.7142857142857142,130.16666666666666,3,2.75
37,1,2996,7,8,6,4,3,3,1,3,4,3,3,1,15,0,0,2,4,1,1,3,1,True,False,False,True,False,False,False,2,1,1.1428571428571428,78.84210526315789,2,3.25
33,1,9998,6,8,5,4,2,3,2,4,1,4,3,0,13,0,0,2,5,1,1,2,1,False,False,False,True,False,False,False,5,2,1.3333333333333333,294.05882352941177,2,2.75
32,1,4078,0,4,3,2,3,3,2,2,1,2,3,1,13,0,3,3,2,1,1,2,1,False,False,False,False,True,False,False,5,1,1.0,123.57575757575758,2,2.0
39,1,10920,3,13,6,4,3,3,3,3,2,3,4,0,21,0,1,2,25,2,0,5,1,True,False,False,True,False,False,False,4,0,1.8571428571428572,273.0,2,2.75
25,1,6232,2,6,3,2,1,4,2,3,2,2,3,0,11,0,0,3,18,1,1,2,1,False,False,False,True,False,False,False,5,1,1.5,239.69230769230768,1,2.0
52,0,13247,2,24,5,3,4,4,4,3,2,2,3,1,11,0,1,3,28,2,0,2,1,True,False,False,False,False,False,True,3,2,4.0,249.9433962264151,4,2.75
43,0,4081,1,20,20,7,1,2,2,3,1,1,3,1,14,0,0,3,6,3,1,8,0,True,False,False,False,False,False,True,2,1,0.9523809523809523,92.75,3,1.5
27,0,5769,1,6,6,2,4,2,2,4,4,3,3,1,11,0,0,3,10,3,4,4,1,False,False,False,False,True,False,False,5,1,0.8571428571428571,206.03571428571428,1,3.75
27,0,2394,1,8,8,2,4,3,1,3,4,3,3,1,13,1,0,2,17,4,7,7,0,True,False,False,True,False,False,False,2,1,0.8888888888888888,85.5,1,3.5
26,1,3904,0,5,4,3,1,2,1,4,4,3,3,0,12,0,0,2,2,1,1,1,0,True,False,False,False,False,False,True,2,1,1.0,144.59259259259258,1,3.0
42,0,16799,0,21,20,7,3,3,4,1,3,3,3,0,14,0,1,5,10,3,0,9,1,False,True,False,False,False,True,False,8,1,1.0,390.6744186046512,3,2.5
52,0,2950,9,12,5,4,3,3,1,1,3,1,3,0,13,0,0,2,8,4,0,4,1,True,False,False,False,False,False,False,1,1,2.0,55.660377358490564,4,2.0
37,0,3629,4,8,3,2,1,3,1,3,1,3,3,0,18,0,0,6,11,3,0,2,0,True,False,False,False,False,False,True,1,1,2.0,95.5,2,2.0
35,1,9362,2,10,2,2,3,3,3,4,3,3,3,0,11,0,0,2,18,2,2,2,0,True,False,False,True,False,False,False,3,2,3.3333333333333335,260.05555555555554,2,3.25
25,1,3229,4,7,3,2,1,3,1,4,2,2,3,0,11,0,1,2,1,3,0,2,1,True,False,True,False,False,False,False,1,1,1.75,124.1923076923077,1,2.25
26,1,3578,0,8,7,7,3,4,1,1,4,3,3,0,12,0,0,2,7,3,0,7,0,True,False,False,False,False,False,False,1,1,1.0,132.5185185185185,1,2.75
29,1,7988,1,10,10,9,2,2,3,1,1,2,3,0,13,0,0,3,17,3,0,9,0,False,True,False,False,False,False,False,4,1,0.9090909090909091,266.26666666666665,1,1.5
49,1,4284,3,20,4,3,1,2,2,1,1,3,4,0,20,1,0,2,28,2,1,3,0,True,False,False,True,False,False,False,1,2,4.0,85.68,3,1.5
29,0,7553,0,9,8,7,3,3,3,4,1,3,3,1,12,1,0,1,14,1,7,7,0,True,False,False,False,False,False,False,4,2,1.0,251.76666666666668,1,2.75
54,0,17328,6,29,20,7,4,3,4,4,4,2,3,0,19,0,0,3,1,3,12,7,0,True,False,False,False,False,False,True,7,1,1.380952380952381,315.05454545454546,4,3.5
58,0,19701,3,32,9,8,4,3,5,1,3,3,4,1,21,0,1,3,1,3,1,5,1,True,False,False,False,False,False,True,7,1,3.2,333.91525423728814,4,2.75
55,1,14732,2,31,7,7,2,4,4,4,4,4,3,0,13,0,2,4,1,4,0,0,0,True,False,False,False,False,False,True,7,1,3.875,263.07142857142856,4,3.5
36,0,9278,3,15,5,4,1,3,2,2,4,3,3,1,16,0,0,3,3,4,0,1,0,False,False,False,False,True,False,False,5,1,2.5,250.75675675675674,2,2.5
31,0,1359,1,1,1,0,2,1,1,3,2,3,3,0,12,1,0,3,1,4,0,0,0,False,False,False,True,False,False,False,6,2,0.5,42.46875,2,2.5
30,0,4779,7,8,3,2,4,3,2,1,2,3,3,0,14,0,2,3,7,4,0,2,0,False,False,False,False,True,False,False,5,1,2.0,154.16129032258064,1,2.5
31,0,16422,3,9,3,2,1,3,4,2,3,4,3,0,11,0,0,3,8,5,1,0,0,True,False,False,True,False,False,False,7,1,2.25,513.1875,2,2.5
34,1,2996,5,10,4,3,4,3,1,1,3,3,3,0,14,0,2,2,1,4,1,3,0,True,False,False,False,False,False,False,2,2,2.0,85.6,2,2.75
31,0,1261,1,1,1,0,1,2,1,2,3,4,3,0,12,1,0,3,8,3,0,0,0,True,False,False,True,False,False,False,2,1,0.5,39.40625,2,2.5
27,1,2099,0,6,5,0,2,3,1,1,2,4,3,0,14,0,0,3,11,1,1,4,1,True,False,False,True,False,False,False,1,1,1.0,74.96428571428571,1,2.25
36,1,5810,1,10,10,4,1,2,2,4,3,2,3,0,16,0,0,2,4,4,1,8,0,True,False,False,True,False,False,False,1,1,0.9090909090909091,157.02702702702703,2,2.5
36,0,5647,4,11,3,2,3,2,2,1,1,2,3,0,13,0,2,3,16,4,0,2,1,False,False,False,False,True,False,False,5,1,2.75,152.6216216216216,2,1.75
47,1,3420,7,17,6,5,1,3,1,4,3,2,3,0,12,0,1,2,1,3,1,2,1,True,False,True,False,False,False,False,2,1,2.4285714285714284,71.25,3,2.5
25,1,4400,3,6,3,2,1,2,1,1,1,3,3,0,12,1,0,2,9,2,2,2,1,False,False,False,True,False,False,False,6,1,1.5,169.23076923076923,1,1.5
37,1,3500,0,7,6,5,3,4,1,3,1,1,3,0,14,0,0,2,5,2,1,3,0,True,False,True,False,False,False,False,1,0,1.0,92.10526315789474,2,2.0
56,0,2066,2,5,3,2,1,3,1,1,4,4,4,0,22,0,1,3,1,2,1,0,1,True,False,False,True,False,False,False,2,1,1.25,36.24561403508772,4,2.5
47,0,17169,3,26,20,17,1,3,4,3,2,4,3,0,19,0,2,2,2,4,5,6,1,True,False,False,False,False,False,True,7,1,1.2380952380952381,357.6875,3,2.5
24,0,4162,1,5,5,4,4,3,2,3,3,3,3,1,12,0,2,3,4,1,0,3,1,False,False,False,False,False,False,True,5,1,0.8333333333333334,166.48,1,3.25
32,1,9204,4,7,4,3,4,3,2,4,3,2,3,0,12,0,1,3,7,5,0,3,1,False,False,False,False,True,False,False,5,1,1.4,278.90909090909093,2,3.25
34,0,3294,5,7,5,4,4,2,1,2,1,2,3,0,17,0,1,2,1,3,0,2,1,True,False,False,True,False,False,False,1,1,1.1666666666666667,94.11428571428571,2,2.25
41,1,2127,2,7,4,2,2,4,1,3,1,2,3,1,12,0,0,5,5,5,0,3,1,True,False,False,False,False,False,True,2,1,1.4,50.642857142857146,3,2.0
40,1,3975,3,11,8,7,3,3,2,3,3,4,3,0,11,0,2,2,9,4,0,7,0,True,False,False,False,False,False,False,1,0,1.2222222222222223,96.95121951219512,2,3.25
31,1,10793,1,13,13,7,1,3,3,4,1,3,3,0,18,0,1,5,8,2,9,9,0,False,False,False,True,False,False,False,5,1,0.9285714285714286,337.28125,2,2.25
46,1,10096,4,28,7,7,1,3,3,4,1,4,3,0,11,1,1,1,9,3,4,3,0,False,False,False,False,True,False,False,5,1,3.5,214.80851063829786,3,2.5
39,0,3646,2,11,1,0,1,2,1,1,2,4,4,1,23,1,0,2,2,3,0,0,0,True,False,False,True,False,False,False,1,0,5.5,91.15,2,2.0
31,0,7446,1,10,10,8,3,4,3,2,1,3,3,0,11,1,0,2,1,5,4,7,0,True,False,False,True,False,False,False,3,2,0.9090909090909091,232.6875,2,2.25
45,1,10851,2,24,7,7,2,1,3,1,2,3,3,1,18,0,1,2,20,3,0,7,0,True,False,False,False,False,False,True,4,1,3.0,235.8913043478261,3,2.0
31,0,2109,9,8,3,2,4,4,1,2,4,3,3,0,18,0,0,3,8,2,0,2,0,False,True,False,False,False,False,True,4,1,2.0,65.90625,2,3.25
31,1,3722,6,7,2,2,2,3,1,4,3,1,3,1,13,1,1,2,2,3,2,2,1,True,False,False,True,False,False,False,1,2,2.3333333333333335,116.3125,2,2.5
45,1,9380,4,10,3,1,2,3,3,4,4,4,3,1,18,0,2,4,29,3,1,2,1,True,False,True,False,False,False,False,3,1,2.5,203.91304347826087,3,3.5
48,1,5486,4,15,2,2,3,3,2,1,1,3,3,0,11,0,3,3,7,3,2,2,0,False,False,False,False,True,False,False,5,1,5.0,111.95918367346938,3,2.0
34,0,2742,1,2,2,2,1,3,1,3,4,3,3,0,15,1,0,0,9,4,2,2,1,False,True,True,False,False,False,False,4,1,0.6666666666666666,78.34285714285714,2,2.75
40,1,13757,2,16,9,8,4,2,3,2,3,3,3,0,11,0,1,5,8,1,4,8,0,True,False,False,False,False,False,True,7,0,1.6,335.5365853658537,2,3.0
28,1,8463,0,6,5,4,4,3,2,1,4,3,3,0,18,0,0,4,5,3,1,3,0,False,False,False,False,False,False,True,5,1,1.0,291.82758620689657,1,3.0
44,1,3162,3,7,5,2,3,2,1,3,4,3,3,0,14,0,0,5,5,3,0,3,0,True,False,False,True,False,False,False,1,0,1.1666666666666667,70.26666666666667,3,3.25
53,1,16598,4,35,9,8,4,4,4,2,2,2,3,0,12,0,0,2,2,3,8,8,0,True,False,False,False,False,False,True,7,1,3.5,307.3703703703704,4,2.5
49,1,6651,2,20,3,2,1,3,2,3,2,2,3,0,14,0,1,0,5,4,1,2,1,True,False,True,False,False,False,False,4,1,5.0,133.02,3,2.0
40,1,2345,2,8,3,1,3,3,1,3,3,4,3,0,14,0,1,3,2,3,1,2,0,True,False,False,False,False,False,True,2,1,2.0,57.19512195121951,2,3.25
44,1,3420,1,6,5,2,4,3,1,2,3,2,3,0,13,0,0,3,20,3,1,3,0,True,False,False,True,False,False,False,2,1,1.0,76.0,3,2.75
33,1,4373,0,5,4,3,4,3,2,1,1,3,3,0,14,0,2,2,7,3,0,3,1,False,False,False,False,False,False,True,5,2,1.0,128.61764705882354,2,2.25
34,1,4759,3,15,13,9,4,1,2,1,4,3,3,0,18,0,0,2,3,3,3,12,0,False,False,False,False,False,False,False,5,1,1.0714285714285714,135.97142857142856,2,3.0
30,1,5301,8,4,2,1,4,3,2,3,3,2,3,0,15,0,2,2,16,1,2,2,1,False,False,False,True,False,False,False,5,1,1.3333333333333333,171.0,1,3.0
42,0,3673,1,12,12,9,1,3,1,4,3,3,3,0,13,0,0,3,9,2,5,8,0,True,False,False,False,False,False,True,1,2,0.9230769230769231,85.4186046511628,3,2.75
